-101.89,64.517,0
-101.48,56.06,1
-103.16,46.834,2
-105.97,34.727,3
-106.42,20.151,4
-101.86,5.3425,5
-91.396,-7.0469,6
-76.514,-14.724,7
-60.539,-17.717,8
-45.53,-18.998,9
-31.474,-20.372,10
-17.283,-22.52,11
-1.4977,-25.076,12
15.546,-26.338,13
32.227,-25.748,14
47.595,-25.254,15
63.033,-24.968,16
79.092,-25.134,17
96.046,-25.014,18
112.18,-22.758,19
125.76,-14.743,20
134.15,-0.99409,21
135.37,16.081,22
129.35,32.198,23
118.3,44.559,24
104.66,51.946,25
89.994,54.6,26
75.594,52.458,27
61.856,46.441,28
49.765,36.826,29
39.895,24.995,30
32.009,11.707,31
26.312,-2.4613,32
21.165,-16.509,33
12.31,-28.725,34
-1.7853,-36.421,35
-18.239,-35.795,36
-31.969,-28.892,37
-41.621,-18.097,38
-46.818,-4.3877,39
-46.357,11.564,40
-39.878,26.664,41
-28.852,38.885,42
-15.765,47.403,43
-1.1942,52.23,44
13.625,53.143,45
27.842,49.933,46
40.48,42.905,47
50.129,31.972,48
56.328,18.515,49
58.55,3.904,50
57.213,-11.024,51
51.971,-24.972,52
43.145,-37.055,53
31.424,-45.832,54
17.657,-50.732,55
3.1511,-51.025,56
-11.149,-46.203,57
-22.822,-36.177,58
-30.453,-22.337,59
-32.558,-7.2703,60
-29.251,7.7633,61
-20.733,21.007,62
-8.318,30.35,63
5.5735,35.749,64
19.904,36.357,65
33.37,32.431,66
45.299,23.962,67
54.654,12.294,68
60.792,-1.4904,69
63.214,-16.774,70
62.039,-31.702,71
56.493,-45.349,72
47.692,-56.552,73
35.536,-65.191,74
21.916,-69.595,75
7.5986,-68.34,76
-4.9374,-61.512,77
-14.117,-49.555,78
-17.96,-34.667,79
-16.417,-19.081,80
-10.263,-4.7252,81
-0.13519,7.4313,82
12.593,15.816,83
26.531,20.043,84
40.803,20.003,85
54.63,15.427,86
66.949,6.4941,87
76.831,-5.5785,88
82.922,-19.309,89
85.47,-33.588,90
84.481,-47.208,91
80.186,-60.045,92
72.151,-70.889,93
60.609,-78.448,94
47.362,-81.775,95
33.645,-80.343,96
20.685,-75.315,97
8.7398,-67.344,98
-0.70248,-55.955,99
-6.6931,-41.404,100
-7.0372,-24.944,101
-0.81474,-9.0178,102
9.6974,4.1882,103
21.427,14.095,104
35.168,20.856,105
50.512,22.871,106
66.603,20.091,107
82.889,16.384,108
98.838,13.312,109
113.67,11.676,110
127.91,10.665,111
142.05,9.7345,112
156.81,8.759,113
172.29,8.5716,114
187.43,9.3378,115
202.43,10.032,116
217.24,11.03,117
232.53,11.727,118
248.17,11.815,119
264.39,11.658,120
280.12,11.461,121
295.38,10.829,122
310.45,9.5452,123
325.5,7.7997,124
340.76,5.2921,125
355.18,1.5164,126
368.56,-4.5686,127
381.99,-8.6865,128
397.7,-6.3996,129
408.99,7.8954,130
401.56,23.078,131
386.9,27.902,132
372.48,30.589,133
358.43,33.862,134
343.98,38.092,135
329.03,43.598,136
314.35,52.318,137
302.18,64.194,138
292.23,77.147,139
283.32,89.47,140
274.03,101.53,141
263.81,113.31,142
252.84,124.14,143
241.58,134.12,144
230.19,143.62,145
218.49,153.5,146
206.78,164.13,147
194.62,175.77,148
182.43,187.39,149
170.69,198.67,150
159.53,209.67,151
148.02,220.85,152
136.17,232.55,153
124.44,244.87,154
113.21,256.01,155
102.66,266.14,156
92.396,276.03,157
81.61,286.47,158
70.161,297.05,159
58.38,307.19,160
46.644,316.8,161
35.214,326.65,162
23.891,337.13,163
11.695,347.42,164
-4.0184,353.65,165
-17.816,345.52,166
-21.897,331.1,167
-25.044,318.58,168
-31.656,307.65,169
-43.549,298.95,170
-59.699,291.29,171
-76.984,281.74,172
-92.537,270.9,173
-105.95,260.58,174
-118.06,250.98,175
-129.84,242.06,176
-141.87,232.85,177
-153.52,223,178
-164.21,212.57,179
-174.63,201.46,180
-185.22,190.09,181
-196.08,178.24,182
-206.97,166.37,183
-217.66,154.7,184
-228.38,143.51,185
-239.52,132.78,186
-251.01,122.11,187
-263.2,110.99,188
-275.65,99.558,189
-288,88.153,190
-299.66,77.273,191
-310.58,66.814,192
-321.14,56.629,193
-331.69,46.751,194
-342.15,36.658,195
-351.3,25.117,196
-354.95,10.06,197
-349.05,-6.0489,198
-335.15,-17.722,199
-316.95,-22.153,200
-299.84,-20.455,201
-284.38,-18.055,202
-269.69,-17.452,203
-254.62,-19.554,204
-238.23,-23.255,205
-221.09,-25.544,206
-203.81,-25.817,207
-186.95,-24.264,208
-170.46,-22.261,209
-153.87,-20.563,210
-137.09,-19.86,211
-120.35,-19.814,212
-104.15,-19.656,213
-87.994,-19.57,214
-71.597,-19.742,215
-54.926,-19.794,216
-37.962,-19.631,217
-21.101,-19.399,218
-4.312,-19.172,219
12.023,-19.122,220
28.269,-19.235,221
44.464,-19.5,222
60.245,-20.017,223
76.082,-20.404,224
91.777,-20.323,225
107.69,-19.904,226
123.48,-19.555,227
139.16,-19.515,228
154.79,-19.454,229
170.34,-18.926,230
186.27,-18.135,231
201.81,-17.737,232
217.01,-18.084,233
232.02,-18.897,234
247.11,-19.753,235
262.43,-20.561,236
277.8,-20.737,237
293.66,-20.41,238
309.72,-19.985,239
325.88,-19.58,240
341.31,-16.741,241
355.33,-8.8406,242
361.68,6.7371,243
359.02,24.611,244
351.41,41.022,245
340.05,53.927,246
327.3,63.838,247
314.78,73.308,248
302.48,83.485,249
290.96,93.564,250
279.63,103.48,251
268.52,112.62,252
257.06,121.49,253
245.44,130.56,254
233.67,140.41,255
221.75,150.68,256
209.68,161.08,257
197.7,171.43,258
186.3,182.24,259
175.14,193.99,260
163.36,205.83,261
151.42,217.11,262
139.29,227.91,263
127.35,238.83,264
115.16,250.45,265
103.09,262.21,266
91.325,273.6,267
79.692,284.94,268
68.255,296.28,269
56.743,307.89,270
45.129,319.43,271
33.055,330.39,272
20.334,340.5,273
