6.5465,348.72,274
-8.8925,351.33,275
-20.831,342.87,276
-27.551,330.1,277
-34.476,318.11,278
-45.137,308.65,279
-59.038,300.13,280
-74.226,290.41,281
-88.796,279.39,282
-101.9,267.97,283
-113.8,257.25,284
-125.33,247.24,285
-136.78,237.46,286
-147.88,227.97,287
-158.94,217.72,288
-169.66,207.06,289
-180.06,195.87,290
-190.23,184.98,291
-200.5,174.19,292
-211.14,163.26,293
-221.65,152.28,294
-232.34,141.41,295
-243.53,130.5,296
-254.9,119.71,297
-266.4,108.9,298
-277.56,98.34,299
-288.65,88.018,300
-299.74,77.541,301
-310.32,66.856,302
-321.62,56.404,303
-333.13,45.835,304
-344.12,34.841,305
-353.22,21.575,306
-354.71,4.3442,307
-343.31,-11.012,308
-326.17,-18.258,309
-309.57,-20.118,310
-294.42,-19.616,311
-279.5,-19.19,312
-264.17,-20.324,313
-247.5,-22.472,314
-229.28,-23.786,315
-211.7,-23.64,316
-194.9,-22.945,317
-178.94,-22.296,318
-163.04,-21.875,319
-146.91,-21.752,320
