0,159.75
1,159.86
2,155.76
3,152.27
4,151.1
5,150.83
6,151.42
7,152.9
8,155.31
9,156.81
10,157.26
11,156.78
12,156.22
13,158.58
14,163.46
15,167.35
16,168.62
17,168.84
18,170.83
19,172.08
20,172.22
21,171.14
22,170.67
23,171.62
24,172.95
25,174.34
26,174.46
27,174.49
28,175.01
29,176.24
30,178.22
31,179.76
32,181.15
33,182.65
34,182.36
35,182.01
36,184.06
37,187.49
38,189.51
39,190.22
40,191.11
41,192.85
42,195.04
43,196.38
44,196.99
45,197.63
46,197.77
47,197.34
48,197.88
49,198.96
50,200.34
51,201.77
52,203.75
53,205.77
54,207.85
55,209.75
56,210.76
57,211.69
58,212.71
59,214.29
60,215.49
61,215.99
62,216.54
63,217.43
64,217.29
65,216.51
66,215.33
67,215.27
68,216.01
69,217.34
70,220.01
71,221.83
72,223.89
73,225.49
74,227.01
75,228.03
76,228.57
77,228.79
78,229.65
79,230.89
80,231.91
81,232.44
82,232.61
83,232.92
84,233.26
85,233.09
86,232.95
87,234.13
88,235.74
89,237.78
90,239.45
91,240.03
92,239.53
93,238.47
94,237.53
95,236.47
96,235.69
97,234.66
98,233.76
99,233.15
100,232.71
101,233.15
102,233.98
103,235.85
104,237.91
105,237.81
106,236.91
107,237.69
108,240.17
109,243.42
110,245.81
111,246.99
112,246.6
113,245.7
114,245.31
115,245.26
116,244.8
117,243.84
118,242.81
119,241.84
120,241.34
121,241.94
122,242.15
123,241.46
124,239.86
125,239.16
126,238.32
127,236.28
128,232.65
129,227.84
130,223.68
131,220.86
132,221.68
133,221.67
134,220.27
135,218.4
136,217.03
137,216.69
138,217.42
139,218.71
140,219.11
141,218.51
142,218.13
143,218.61
144,218.73
145,219.24
146,220.71
147,221.72
148,223.12
149,226.18
150,230.19
151,233.64
152,235.98
153,237.96
154,240.69
155,242.84
156,244.24
157,243.67
158,242.26
159,241.66
160,242.07
161,242.53
162,242.73
163,242.19
164,240.75
165,239.44
166,239.6
167,240.95
168,240.16
169,237.1
170,233
171,230.71
172,232.16
173,235.58
174,239.12
175,241.02
176,240.99
177,240.38
178,240.7
179,240.71
180,239.63
181,238.29
182,237.78
183,237.62
184,237.44
185,236.68
186,236.71
187,236.21
188,236.34
189,237.57
190,237.81
191,238.21
192,237.9
193,236.32
194,234.13
195,231.46
196,228.16
197,225.26
198,223.51
199,223.07
200,224.09
201,225.94
202,225.83
203,223.32
204,219.85
205,217.75
206,217.99
207,218.39
208,218.62
209,218.52
210,218.15
211,217.79
212,218.21
213,218.42
214,218.35
215,219.17
216,220.03
217,220.97
218,222.65
219,224.43
220,225.78
221,226.55
222,227.51
223,227.99
224,228.11
225,228.06
226,227.88
227,227.46
228,227.02
229,226.51
230,225.74
231,224.61
232,224.06
233,223.01
234,221.42
235,219.67
236,218.53
237,217.59
238,216.74
239,216.07
240,215.18
241,212.85
242,208.04
243,203.89
244,202.06
245,200.36
246,199.41
247,198.48
248,197.06
249,195.63
250,193.66
251,192.24
252,191.25
253,189.44
254,187.83
255,186.18
256,185.4
257,185.33
258,186.11
259,186.5
260,186.78
261,188.29
262,190.69
263,193.06
264,194.07
265,195.03
266,196.31
267,198.41
268,199.52
269,200.96
270,202.07
271,203.25
272,204.86
273,206.65
274,207.1
275,206.08
276,206.12
277,206.83
278,206.37
279,204.19
280,202.25
281,202.87
282,204.89
283,207.52
284,209.09
285,208.75
286,208.13
287,207.44
288,206.23
289,205.35
290,204.34
291,203.23
292,201.68
293,200.14
294,198.72
295,197.49
296,195.83
297,194.59
298,193.53
299,192.28
300,190.81
301,189.43
302,187.59
303,186.07
304,184.52
305,183.06
306,180.6
307,178.44
308,179.09
309,181.31
310,182.59
311,182.41
312,180.56
313,177.5
314,175.4
315,174.95
316,175.34
317,175.59
318,175.09
319,173.52
320,171.66
