112.1,39.973
117,-34.643
109.86,39.761
26.846,-57.888
114.3,-56.615
7.9719,-23.64
17.531,60.242
76.14,33.617
118.44,-62.206
47.283,-34.294
-0.053699,41.468
32.34,-39.644
18.283,-49.926
60.087,1.7683
41.862,-36.284
55.544,-82.639
113.29,-8.7351
13.828,-5.7182
12.759,-26.046
4.283,-34.047
75.378,65.435
-38.603,-4.3252
30.594,30.685
79.84,-69.388
28.788,-21.353
71.045,-9.2919
-20.085,-68.83
58.388,-42.473
48.491,-72.647
69.726,-59.532
104.08,-27.13
62.753,-36.249
67.229,-42.501
89.992,-23.094
116.94,-31.793
69.82,-10.717
95.678,-46.609
-1.1288,-35.478
-31.529,-0.48522
44.918,-36.967
103.2,-33.842
95.008,-4.8028
66.496,-46.599
118.87,-44.412
103.69,-88.653
57.75,-33.618
62.551,-64.146
58.325,31.687
-27.655,18.23
9.4823,-34.837
22.763,-19.09
68.323,-33.996
52.605,-78.637
106.06,28.394
-23.263,7.9007
9.0916,-21.521
64.992,-35.23
87.363,30.201
37.872,7.5097
72.749,-70.031
94.203,-54.906
113.69,27.398
103.62,33.013
74.139,-68.351
92.161,28.212
67.444,29.014
25.432,-38.245
26.856,0.8796
46.067,-34.74
43.995,-37.287
8.1423,54.065
67.734,2.6206
7.7764,-28.057
17.552,17.143
14.252,21.041
93.181,24.737
46.63,-51.19
101.86,-56.346
-19.299,50.5
117.89,-45.001
74.456,-14.544
-30.114,-25.276
50.361,33.462
93.083,-31.225
80.263,1.4132
18.337,3.7875
60.666,1.4406
57.856,4.7614
8.7118,-3.2699
116.94,-23.492
97.525,21.935
15.442,-40.744
53.122,30.906
43.249,-6.0985
68.645,50.517
29.256,-17.614
-15.901,-61.454
72.45,-30.26
79.101,61.128
36.892,45.082
59.246,37.636
80.215,-41.14
118.09,-45.483
-3.7028,24.481
-15.38,-19.696
18.301,-46.296
121.47,-47.137
73.427,-41.38
49.491,-21.431
56.77,-6.9883
-27.518,20.485
88.591,-3.595
90.293,25.476
-33.87,5.0328
82.835,-35.003
-1.039,-73.993
10.254,-16.115
33.483,-7.1584
121.13,-49.541
47.953,-8.599
51.608,-10.253
66.634,4.4049
109.94,3.1535
-18.906,25.504
100.68,-78.463
18.949,-47.586
-29.423,-35.858
64.981,1.7466
95.662,-77.558
70.644,-26.47
-24.181,-60.041
111.18,-66.189
74.13,-28.205
68.267,13.465
62.18,-82.084
15.343,11.017
83.242,10.133
104.31,-69.332
83.276,-3.9433
45.66,-27.893
30.388,30.563
41.509,20.765
22.23,40.176
40.377,41.826
37.766,43.464
102.66,-72.618
54.628,10.887
87.95,-51.046
66.486,-31.204
10.997,-6.6662
58.426,17.963
53.639,16.531
112.19,-49.917
49.332,60.165
53.1,24.982
-23.664,-9.5902
72.989,41.321
25.165,9.2359
-4.7515,0.86759
6.4996,-71.588
58.031,-35.156
-17.69,48.154
39.043,-59.863
52.659,46.564
99.949,0.42539
111.93,14.432
93.468,8.4732
69.154,-44.409
20.461,23.173
20.532,22.323
94.799,-64.345
33.568,2.6372
113.61,-54.254
-8.5342,-43.225
22.87,44.66
21.36,-47.581
11.547,33.394
59.161,27.988
42.016,-42.463
50.197,-85.987
104.59,-0.96063
-34.834,-36.415
-33.26,2.67
43.742,-43.628
10.129,31.091
-11.781,-76.486
50.554,-25.002
-36.458,27.358
7.6439,-36.815
15.155,-49.26
-5.6162,25.485
20.579,-78.026
26.167,-34.111
-18.146,-9.6112
128.41,10.238
73.734,-48.408
-3.7617,-20.86
31.776,-32.772
12.911,-44.06
29.313,61.808
42.23,-51.957
74.418,-28.425
56.849,-38.549
97.473,22.307
9.5202,52.076
61.592,-45.915
39.056,-14.223
106.02,-38.699
67.525,-41.814
89.775,7.9068
4.5731,-47.742
-43.999,-13.66
-0.91701,-30.627
-3.2926,-45.872
-11.336,-7.0974
-1.8068,-49.677
6.5758,-29.569
-7.1523,-48.655
-18.07,-26.691
-6.641,38.558
