354.81,41.364
330.28,163.8
-246.63,286.82
-214.3,-11.885
-253.3,33.495
-133.19,159.73
-265.73,139.07
132.06,336.14
-354.18,157.62
312.95,-8.245
286.41,120.76
-283.73,283.14
-324.01,6.6567
-103.77,117.87
-301.38,344.23
-46.656,136.06
-105.75,147.34
-159.74,202.71
-276.6,102.79
-142.77,315.4
-160.79,68.614
-248.51,377.59
337.87,224.37
386.81,29.28
222.2,355.66
59.322,291.66
136.08,-1.3713
326.72,172.89
-308.19,-91.861
-77.275,82.219
237.01,-75.804
-157.14,295.96
-284.51,129.91
-252.3,349.05
-179.89,363.62
186.08,-62.005
-382.11,330.44
162.67,-81.8
402.87,45.384
-268.75,-11.069
3.6444,282.56
388.32,262.65
-134.61,132.7
42.063,376.68
-42.801,68.94
-294.05,277.26
-2.7919,110.46
-126.86,75.014
280.62,-1.7356
293.74,294.35
-290.76,93.645
-185.04,361.57
-93.879,119.4
84.539,291.45
-216.46,336.68
265.05,-50.257
-332.28,-78.96
-375.8,15.168
298.67,309.87
-55.049,79.08
-383.68,259.74
-122.84,314.14
309.57,150.14
-0.0922,80.417
-380.98,40.566
-302.39,221.42
-213.28,-31.658
-123.61,292.85
-265.3,201.94
-46.088,76.583
312.29,54.247
317.14,301.77
305.36,236.85
377.47,297.09
-90.085,308.45
-273.33,63.852
-218.44,64.582
341.63,-65.519
-213.07,25.704
227.81,22.691
-175.32,369.25
-208.93,35.329
222.15,369.16
131.34,-75.826
148.06,365.2
-254.47,-2.7657
-97.319,386.53
34.886,94.048
-206.67,137
314.66,151.39
-77.583,-23.43
379.3,33.247
119.79,374.64
396.26,-45.336
-208.22,285.84
-84.878,51.385
-333.51,134.16
-67.169,361.87
-83.389,-79.496
396.32,-68.118
-374.17,83.264
-86.414,-40.37
-262.92,255.96
-80.141,77.988
-298.96,210.7
-96,371.41
-369.23,395.94
350.46,245.14
348.46,246
271.35,2.856
-60.836,388.36
-79.725,-83.676
-94.401,389.29
-218.1,126.08
-155.35,111.78
-139.15,60.731
-8.2151,333.52
-374.09,339.35
371.71,37.288
233.45,321.2
88.364,66.855
-258.76,396.19
-185.29,19.759
388.16,374.76
-92.018,29.28
370.48,138.84
-167.07,288.32
-108.29,337.02
-181.08,248.9
-139.72,239.3
387.15,340.48
-392.07,289.74
-258.69,398.17
360.85,35.634
-244.85,394.54
-215.86,275.77
-54.645,307.9
322.97,42.024
-175.76,390.7
162.7,5.9413
-334.76,145.05
-197.38,176.67
358.59,73.122
-240.95,157.39
95.547,79.002
-218.65,244.84
-76.49,298.69
-337.9,340.82
-394.59,110.5
157.03,-40.349
153.4,99.763
327.87,-37.951
355.67,330.61
-153.44,386.19
5.8123,276.53
115.15,386.93
-197.11,139.62
-147.84,-50.653
373.5,192.89
271.65,378.3
190.55,-30.88
-114.24,210.3
-362.83,322.96
399.53,125.56
-340.32,-40.55
-133.5,87.686
264.43,399.27
256.9,342.78
368.67,165.67
-164.03,377.31
130.13,38.904
-71.68,93.837
-275.48,135.13
175.42,-38.76
191.81,34.384
-243.23,5.651
-257.56,48.695
-46.296,138.1
-350.92,250.73
-202.9,119.91
-18.135,60.829
298.33,107.93
210.56,374.27
-33.474,-76.981
-262.51,-50.969
-375.34,-94.662
24.248,290.2
223.94,342.82
-383.79,119.99
-272.72,-34.787
-274.3,-85.325
155.02,-33.418
-283.86,209.87
-294.93,89.647
90.387,374.47
-154.36,299.55
-182.47,-63.843
-258.63,-24.276
-51.224,53.763
-248.36,130.14
292.4,151.06
-34.925,33.13
-319.91,222.42
-46.309,-13.947
149.74,25.399
80.339,84.806
-331.26,317.4
-236.33,264.18
378.74,193.57
-156.88,-2.5898
-177.82,115.49
13.697,382.81
251.64,126.89
302.67,126.57
-310.1,148.97
-277.73,269.29
-208.88,8.8718
270.09,378.47
-129.62,-102.11
375.06,243.97
366.69,224.92
361.36,223.3
368.2,228.51
374.45,145.15
84.907,83.82
153.36,338.87
90.774,79.233
94.734,84.102
-153.28,225.01
-206.65,68.616
-155.4,-86.703
225.5,89.923
-201.08,370.77
-183.56,314.29
-349.89,-50.779
-68.076,-78.282
-298.45,-7.6108
0.11732,107.79
-387.49,-86.973
-141.99,77.873
380.27,70.324
241.1,69.759
171.1,-55.91
281.38,-47.447
324.42,174.73
-152.71,406.53
-89.696,225.84
219.48,386.4
394.11,-6.8649
-296.98,279.92
-162.01,-50.437
-221.5,286.21
-201.61,-40.571
-386.18,63.184
350.69,274.29
-263.16,139.68
-129.48,359.06
-148.2,328.14
-355.72,372.81
-65.411,-20.986
304.6,390.25
-315.27,-99.736
-27.764,249.32
-72.564,376.05
-233.27,-28.931
-331.05,90.157
-301.02,151.4
-317.41,-73.497
360.17,79.056
-49.581,340.87
-389.41,170.05
-360.19,39.884
138.64,368.6
-117.6,325.55
-29.82,315.88
301.24,274.59
-62.853,71.3
164.78,385.56
199.98,-49.592
-391.32,117.47
-271.66,112.96
-27.518,71.095
-351.65,151.08
261.66,91.103
250.28,102.51
-358.65,-26.154
-293.85,15.373
306.59,388.14
105.9,-88.755
101.42,77.547
118.26,354.4
352.99,330.05
373.94,61.497
-326.89,43.491
144.43,374.95
-204.61,-34.265
-59.828,218.75
-394.11,276.15
11.731,363.76
302.85,231.31
384.31,-60.412
195.21,-45.332
-23.991,283.13
331.93,63.261
-125.08,-80.426
-295.48,338.72
28.358,279.29
-356.28,230.78
389.64,308.49
-246.48,346.98
-54.245,342.36
380.27,179.66
-89.483,252
-230.5,321.43
-323.03,373.45
-63.026,-25.026
292.94,-3.5752
-290.81,291.83
-335.51,96.798
181.95,383.51
345.53,-63.706
-325.47,179.38
342.41,124.28
299.04,-2.9858
-198.97,281.44
225.44,-74.887
-196.64,145.54
-377.42,142.53
-277.21,45.899
-276.18,38.637
-107.51,372.87
-214.7,91.275
-21.248,117.81
-358.77,145.46
15.479,-96.641
267.63,365.84
263.1,335.96
-183.94,16.715
206.11,98.52
-112.11,379.06
-304.1,241.69
-362.45,348.63
-321.87,218.8
280.11,91.373
-299.34,261.85
180.15,330.92
149.97,-80.035
-148.77,-31.5
383.5,253.47
348.31,-70.366
-383.18,249.22
320.16,28.689
161.96,-74.634
-167.81,334.95
384.88,393.3
-141.85,17.301
-44.438,340.59
307.11,149.04
394.28,207.19
-344.59,189.39
216.17,396.01
-382.11,12.737
-206.26,-97.947
-149.62,-17.919
391.6,154.41
-130.22,344.38
-336.61,159.06
-205.19,359.67
-319.39,-14.176
140.74,73.734
251.81,36.948
52.725,295.35
-269.78,328.81
-245.77,127.84
-330.34,121.77
